pixel_x,pixel_y,gray,paper_x_kx_a0,paper_E_meV
266,254,56,-0.03396226415094339,3.7866666666666653
267,254,46,-0.03358490566037736,3.7866666666666653
268,254,127,-0.03320754716981132,3.7866666666666653
419,254,117,0.02377358490566038,3.7866666666666653
420,254,45,0.02415094339622642,3.7866666666666653
421,254,148,0.02452830188679246,3.7866666666666653
504,254,115,0.055849056603773595,3.7866666666666653
505,254,40,0.05622641509433962,3.7866666666666653
196,255,75,-0.06037735849056604,3.7333333333333325
197,255,53,-0.060000000000000005,3.7333333333333325
198,255,158,-0.059622641509433964,3.7333333333333325
267,255,69,-0.03358490566037736,3.7333333333333325
268,255,29,-0.03320754716981132,3.7333333333333325
269,255,114,-0.03283018867924528,3.7333333333333325
419,255,23,0.02377358490566038,3.7333333333333325
420,255,93,0.02415094339622642,3.7333333333333325
504,255,115,0.055849056603773595,3.7333333333333325
505,255,39,0.05622641509433962,3.7333333333333325
195,256,80,-0.06075471698113208,3.6799999999999997
196,256,12,-0.06037735849056604,3.6799999999999997
197,256,97,-0.060000000000000005,3.6799999999999997
268,256,90,-0.03320754716981132,3.6799999999999997
269,256,33,-0.03283018867924528,3.6799999999999997
270,256,106,-0.03245283018867924,3.6799999999999997
418,256,135,0.02339622641509434,3.6799999999999997
419,256,14,0.02377358490566038,3.6799999999999997
504,256,147,0.055849056603773595,3.6799999999999997
505,256,29,0.05622641509433962,3.6799999999999997
506,256,141,0.056603773584905676,3.6799999999999997
195,257,37,-0.06075471698113208,3.626666666666667
196,257,73,-0.06037735849056604,3.626666666666667
269,257,95,-0.03283018867924528,3.626666666666667
270,257,26,-0.03245283018867924,3.626666666666667
271,257,62,-0.0320754716981132,3.626666666666667
417,257,137,0.023018867924528313,3.626666666666667
418,257,47,0.02339622641509434,3.626666666666667
419,257,78,0.02377358490566038,3.626666666666667
505,257,51,0.05622641509433962,3.626666666666667
506,257,90,0.056603773584905676,3.626666666666667
194,258,74,-0.06113207547169811,3.5733333333333324
195,258,61,-0.06075471698113208,3.5733333333333324
196,258,156,-0.06037735849056604,3.5733333333333324
270,258,80,-0.03245283018867924,3.5733333333333324
271,258,7,-0.0320754716981132,3.5733333333333324
272,258,73,-0.031698113207547174,3.5733333333333324
417,258,49,0.023018867924528313,3.5733333333333324
418,258,16,0.02339622641509434,3.5733333333333324
505,258,64,0.05622641509433962,3.5733333333333324
506,258,69,0.056603773584905676,3.5733333333333324
194,259,7,-0.06113207547169811,3.5199999999999996
195,259,99,-0.06075471698113208,3.5199999999999996
271,259,67,-0.0320754716981132,3.5199999999999996
272,259,14,-0.031698113207547174,3.5199999999999996
273,259,74,-0.03132075471698113,3.5199999999999996
416,259,119,0.022641509433962273,3.5199999999999996
417,259,9,0.023018867924528313,3.5199999999999996
418,259,55,0.02339622641509434,3.5199999999999996
505,259,88,0.05622641509433962,3.5199999999999996
506,259,51,0.056603773584905676,3.5199999999999996
193,260,109,-0.06150943396226415,3.466666666666667
194,260,4,-0.06113207547169811,3.466666666666667
195,260,109,-0.06075471698113208,3.466666666666667
272,260,72,-0.031698113207547174,3.466666666666667
273,260,15,-0.03132075471698113,3.466666666666667
274,260,65,-0.030943396226415093,3.466666666666667
416,260,68,0.022641509433962273,3.466666666666667
417,260,47,0.023018867924528313,3.466666666666667
418,260,151,0.02339622641509434,3.466666666666667
505,260,150,0.05622641509433962,3.466666666666667
506,260,6,0.056603773584905676,3.466666666666667
193,261,109,-0.06150943396226415,3.413333333333332
194,261,4,-0.06113207547169811,3.413333333333332
273,261,138,-0.03132075471698113,3.413333333333332
274,261,42,-0.030943396226415093,3.413333333333332
275,261,46,-0.030566037735849053,3.413333333333332
415,261,99,0.022264150943396233,3.413333333333332
416,261,57,0.022641509433962273,3.413333333333332
417,261,152,0.023018867924528313,3.413333333333332
505,261,150,0.05622641509433962,3.413333333333332
506,261,5,0.056603773584905676,3.413333333333332
193,262,41,-0.06150943396226415,3.3599999999999994
194,262,92,-0.06113207547169811,3.3599999999999994
274,262,147,-0.030943396226415093,3.3599999999999994
275,262,47,-0.030566037735849053,3.3599999999999994
276,262,49,-0.030188679245283012,3.3599999999999994
415,262,58,0.022264150943396233,3.3599999999999994
416,262,78,0.022641509433962273,3.3599999999999994
506,262,3,0.056603773584905676,3.3599999999999994
507,262,121,0.0569811320754717,3.3599999999999994
192,263,122,-0.06188679245283019,3.3066666666666666
193,263,28,-0.06150943396226415,3.3066666666666666
275,263,146,-0.030566037735849053,3.3066666666666666
276,263,35,-0.030188679245283012,3.3066666666666666
277,263,74,-0.029811320754716986,3.3066666666666666
414,263,92,0.021886792452830192,3.3066666666666666
415,263,65,0.022264150943396233,3.3066666666666666
416,263,141,0.022641509433962273,3.3066666666666666
506,263,37,0.056603773584905676,3.3066666666666666
507,263,83,0.0569811320754717,3.3066666666666666
192,264,68,-0.06188679245283019,3.253333333333332
193,264,78,-0.06150943396226415,3.253333333333332
276,264,135,-0.030188679245283012,3.253333333333332
277,264,44,-0.029811320754716986,3.253333333333332
278,264,83,-0.029433962264150945,3.253333333333332
414,264,37,0.021886792452830192,3.253333333333332
415,264,111,0.022264150943396233,3.253333333333332
506,264,64,0.056603773584905676,3.253333333333332
507,264,64,0.0569811320754717,3.253333333333332
191,265,111,-0.062264150943396226,3.1999999999999993
192,265,42,-0.06188679245283019,3.1999999999999993
193,265,146,-0.06150943396226415,3.1999999999999993
277,265,129,-0.029811320754716986,3.1999999999999993
278,265,44,-0.029433962264150945,3.1999999999999993
279,265,75,-0.029056603773584905,3.1999999999999993
413,265,101,0.02150943396226415,3.1999999999999993
414,265,39,0.021886792452830192,3.1999999999999993
506,265,75,0.056603773584905676,3.1999999999999993
507,265,55,0.0569811320754717,3.1999999999999993
191,266,61,-0.062264150943396226,3.1466666666666665
192,266,42,-0.06188679245283019,3.1466666666666665
193,266,147,-0.06150943396226415,3.1466666666666665
278,266,135,-0.029433962264150945,3.1466666666666665
279,266,37,-0.029056603773584905,3.1466666666666665
280,266,50,-0.028679245283018864,3.1466666666666665
412,266,104,0.021132075471698125,3.1466666666666665
413,266,0,0.02150943396226415,3.1466666666666665
414,266,105,0.021886792452830192,3.1466666666666665
506,266,125,0.056603773584905676,3.1466666666666665
507,266,19,0.0569811320754717,3.1466666666666665
190,267,129,-0.06264150943396227,3.093333333333332
191,267,36,-0.062264150943396226,3.093333333333332
192,267,76,-0.06188679245283019,3.093333333333332
279,267,146,-0.029056603773584905,3.093333333333332
280,267,46,-0.028679245283018864,3.093333333333332
281,267,45,-0.028301886792452824,3.093333333333332
412,267,104,0.021132075471698125,3.093333333333332
413,267,0,0.02150943396226415,3.093333333333332
507,267,27,0.0569811320754717,3.093333333333332
508,267,133,0.057358490566037756,3.093333333333332
190,268,80,-0.06264150943396227,3.039999999999999
191,268,53,-0.062264150943396226,3.039999999999999
192,268,139,-0.06188679245283019,3.039999999999999
280,268,148,-0.028679245283018864,3.039999999999999
281,268,43,-0.028301886792452824,3.039999999999999
282,268,63,-0.027924528301886797,3.039999999999999
411,268,124,0.020754716981132085,3.039999999999999
412,268,50,0.021132075471698125,3.039999999999999
413,268,83,0.02150943396226415,3.039999999999999
507,268,35,0.0569811320754717,3.039999999999999
508,268,99,0.057358490566037756,3.039999999999999
190,269,49,-0.06264150943396227,2.9866666666666664
191,269,95,-0.062264150943396226,2.9866666666666664
281,269,143,-0.028301886792452824,2.9866666666666664
282,269,41,-0.027924528301886797,2.9866666666666664
283,269,80,-0.027547169811320757,2.9866666666666664
410,269,151,0.020377358490566044,2.9866666666666664
411,269,64,0.020754716981132085,2.9866666666666664
412,269,83,0.021132075471698125,2.9866666666666664
507,269,64,0.0569811320754717,2.9866666666666664
508,269,75,0.057358490566037756,2.9866666666666664
189,270,110,-0.06301886792452831,2.9333333333333336
190,270,53,-0.06264150943396227,2.9333333333333336
191,270,148,-0.062264150943396226,2.9333333333333336
282,270,132,-0.027924528301886797,2.9333333333333336
283,270,45,-0.027547169811320757,2.9333333333333336
284,270,81,-0.027169811320754716,2.9333333333333336
410,270,98,0.020377358490566044,2.9333333333333336
411,270,46,0.020754716981132085,2.9333333333333336
412,270,151,0.021132075471698125,2.9333333333333336
507,270,93,0.0569811320754717,2.9333333333333336
508,270,64,0.057358490566037756,2.9333333333333336
509,270,156,0.05773584905660378,2.9333333333333336
189,271,29,-0.06301886792452831,2.879999999999999
190,271,97,-0.06264150943396227,2.879999999999999
283,271,131,-0.027547169811320757,2.879999999999999
284,271,42,-0.027169811320754716,2.879999999999999
285,271,65,-0.026792452830188676,2.879999999999999
409,271,151,0.020000000000000004,2.879999999999999
410,271,58,0.020377358490566044,2.879999999999999
411,271,60,0.020754716981132085,2.879999999999999
507,271,98,0.0569811320754717,2.879999999999999
508,271,61,0.057358490566037756,2.879999999999999
509,271,152,0.05773584905660378,2.879999999999999
188,272,128,-0.06339622641509435,2.826666666666666
189,272,16,-0.06301886792452831,2.826666666666666
284,272,142,-0.027169811320754716,2.826666666666666
285,272,42,-0.026792452830188676,2.826666666666666
286,272,44,-0.026415094339622636,2.826666666666666
409,272,74,0.020000000000000004,2.826666666666666
410,272,69,0.020377358490566044,2.826666666666666
507,272,143,0.0569811320754717,2.826666666666666
508,272,43,0.057358490566037756,2.826666666666666
509,272,124,0.05773584905660378,2.826666666666666
188,273,35,-0.06339622641509435,2.7733333333333334
189,273,87,-0.06301886792452831,2.7733333333333334
285,273,149,-0.026792452830188676,2.7733333333333334
286,273,47,-0.026415094339622636,2.7733333333333334
287,273,47,-0.02603773584905661,2.7733333333333334
409,273,42,0.020000000000000004,2.7733333333333334
410,273,121,0.020377358490566044,2.7733333333333334
508,273,58,0.057358490566037756,2.7733333333333334
509,273,99,0.05773584905660378,2.7733333333333334
187,274,138,-0.06377358490566037,2.719999999999999
188,274,7,-0.06339622641509435,2.719999999999999
189,274,112,-0.06301886792452831,2.719999999999999
286,274,147,-0.026415094339622636,2.719999999999999
287,274,36,-0.02603773584905661,2.719999999999999
288,274,73,-0.02566037735849057,2.719999999999999
408,274,66,0.019622641509433963,2.719999999999999
409,274,67,0.020000000000000004,2.719999999999999
508,274,75,0.057358490566037756,2.719999999999999
509,274,92,0.05773584905660378,2.719999999999999
187,275,97,-0.06377358490566037,2.666666666666666
188,275,9,-0.06339622641509435,2.666666666666666
189,275,154,-0.06301886792452831,2.666666666666666
287,275,138,-0.02603773584905661,2.666666666666666
288,275,45,-0.02566037735849057,2.666666666666666
289,275,81,-0.025283018867924528,2.666666666666666
407,275,115,0.019245283018867937,2.666666666666666
408,275,11,0.019622641509433963,2.666666666666666
409,275,128,0.020000000000000004,2.666666666666666
508,275,85,0.057358490566037756,2.666666666666666
509,275,68,0.05773584905660378,2.666666666666666
187,276,83,-0.06377358490566037,2.6133333333333333
188,276,38,-0.06339622641509435,2.6133333333333333
288,276,131,-0.02566037735849057,2.6133333333333333
289,276,45,-0.025283018867924528,2.6133333333333333
290,276,74,-0.024905660377358488,2.6133333333333333
407,276,93,0.019245283018867937,2.6133333333333333
408,276,32,0.019622641509433963,2.6133333333333333
508,276,93,0.057358490566037756,2.6133333333333333
509,276,36,0.05773584905660378,2.6133333333333333
510,276,121,0.05811320754716981,2.6133333333333333
186,277,145,-0.06415094339622641,2.5599999999999987
187,277,30,-0.06377358490566037,2.5599999999999987
188,277,137,-0.06339622641509435,2.5599999999999987
289,277,137,-0.025283018867924528,2.5599999999999987
290,277,38,-0.024905660377358488,2.5599999999999987
291,277,49,-0.024528301886792447,2.5599999999999987
406,277,90,0.018867924528301896,2.5599999999999987
407,277,13,0.019245283018867937,2.5599999999999987
408,277,118,0.019622641509433963,2.5599999999999987
508,277,128,0.057358490566037756,2.5599999999999987
509,277,64,0.05773584905660378,2.5599999999999987
510,277,119,0.05811320754716981,2.5599999999999987
186,278,84,-0.06415094339622641,2.506666666666666
187,278,56,-0.06377358490566037,2.506666666666666
290,278,147,-0.024905660377358488,2.506666666666666
291,278,47,-0.024528301886792447,2.506666666666666
292,278,43,-0.024150943396226407,2.506666666666666
405,278,146,0.018490566037735856,2.506666666666666
406,278,28,0.018867924528301896,2.506666666666666
407,278,70,0.019245283018867937,2.506666666666666
509,278,65,0.05773584905660378,2.506666666666666
510,278,83,0.05811320754716981,2.506666666666666
185,279,126,-0.06452830188679246,2.453333333333333
186,279,60,-0.06415094339622641,2.453333333333333
187,279,125,-0.06377358490566037,2.453333333333333
291,279,150,-0.024528301886792447,2.453333333333333
292,279,43,-0.024150943396226407,2.453333333333333
293,279,61,-0.02377358490566038,2.453333333333333
294,279,140,-0.02339622641509434,2.453333333333333
405,279,92,0.018490566037735856,2.453333333333333
406,279,28,0.018867924528301896,2.453333333333333
407,279,120,0.019245283018867937,2.453333333333333
509,279,87,0.05773584905660378,2.453333333333333
510,279,63,0.05811320754716981,2.453333333333333
185,280,76,-0.06452830188679246,2.3999999999999986
186,280,54,-0.06415094339622641,2.3999999999999986
187,280,158,-0.06377358490566037,2.3999999999999986
292,280,144,-0.024150943396226407,2.3999999999999986
293,280,42,-0.02377358490566038,2.3999999999999986
294,280,55,-0.02339622641509434,2.3999999999999986
295,280,134,-0.0230188679245283,2.3999999999999986
404,280,133,0.018113207547169816,2.3999999999999986
405,280,63,0.018490566037735856,2.3999999999999986
406,280,96,0.018867924528301896,2.3999999999999986
509,280,98,0.05773584905660378,2.3999999999999986
510,280,57,0.05811320754716981,2.3999999999999986
184,281,154,-0.0649056603773585,2.346666666666666
185,281,50,-0.06452830188679246,2.346666666666666
186,281,69,-0.06415094339622641,2.346666666666666
293,281,134,-0.02377358490566038,2.346666666666666
294,281,61,-0.02339622641509434,2.346666666666666
295,281,65,-0.0230188679245283,2.346666666666666
296,281,133,-0.02264150943396226,2.346666666666666
404,281,77,0.018113207547169816,2.346666666666666
405,281,75,0.018490566037735856,2.346666666666666
509,281,108,0.05773584905660378,2.346666666666666
510,281,45,0.05811320754716981,2.346666666666666
184,282,142,-0.0649056603773585,2.293333333333333
185,282,53,-0.06452830188679246,2.293333333333333
186,282,115,-0.06415094339622641,2.293333333333333
295,282,73,-0.0230188679245283,2.293333333333333
296,282,48,-0.02264150943396226,2.293333333333333
297,282,134,-0.02226415094339622,2.293333333333333
403,282,135,0.017735849056603775,2.293333333333333
404,282,49,0.018113207547169816,2.293333333333333
405,282,125,0.018490566037735856,2.293333333333333
509,282,135,0.05773584905660378,2.293333333333333
510,282,24,0.05811320754716981,2.293333333333333
511,282,86,0.058490566037735864,2.293333333333333
184,283,59,-0.0649056603773585,2.24
185,283,75,-0.06452830188679246,2.24
296,283,80,-0.02264150943396226,2.24
297,283,29,-0.02226415094339622,2.24
298,283,134,-0.021886792452830192,2.24
402,283,135,0.017358490566037735,2.24
403,283,30,0.017735849056603775,2.24
404,283,79,0.018113207547169816,2.24
509,283,160,0.05773584905660378,2.24
510,283,61,0.05811320754716981,2.24
511,283,86,0.058490566037735864,2.24
184,284,33,-0.0649056603773585,2.1866666666666656
185,284,135,-0.06452830188679246,2.1866666666666656
297,284,85,-0.02226415094339622,2.1866666666666656
298,284,31,-0.021886792452830192,2.1866666666666656
299,284,133,-0.02150943396226415,2.1866666666666656
401,284,134,0.016981132075471708,2.1866666666666656
402,284,31,0.017358490566037735,2.1866666666666656
403,284,84,0.017735849056603775,2.1866666666666656
510,284,82,0.05811320754716981,2.1866666666666656
511,284,43,0.058490566037735864,2.1866666666666656
183,285,59,-0.06528301886792454,2.133333333333333
184,285,68,-0.0649056603773585,2.133333333333333
298,285,74,-0.021886792452830192,2.133333333333333
299,285,57,-0.02150943396226415,2.133333333333333
300,285,133,-0.02113207547169811,2.133333333333333
400,285,156,0.016603773584905668,2.133333333333333
401,285,50,0.016981132075471708,2.133333333333333
402,285,37,0.017358490566037735,2.133333333333333
510,285,114,0.05811320754716981,2.133333333333333
511,285,24,0.058490566037735864,2.133333333333333
183,286,5,-0.06528301886792454,2.08
184,286,119,-0.0649056603773585,2.08
299,286,75,-0.02150943396226415,2.08
300,286,66,-0.02113207547169811,2.08
301,286,133,-0.02075471698113207,2.08
400,286,88,0.016603773584905668,2.08
401,286,26,0.016981132075471708,2.08
402,286,139,0.017358490566037735,2.08
510,286,133,0.05811320754716981,2.08
511,286,22,0.058490566037735864,2.08
182,287,87,-0.06566037735849056,2.0266666666666655
183,287,15,-0.06528301886792454,2.0266666666666655
300,287,74,-0.02113207547169811,2.0266666666666655
301,287,59,-0.02075471698113207,2.0266666666666655
302,287,129,-0.02037735849056603,2.0266666666666655
399,287,129,0.016226415094339627,2.0266666666666655
400,287,41,0.016603773584905668,2.0266666666666655
401,287,69,0.016981132075471708,2.0266666666666655
510,287,142,0.05811320754716981,2.0266666666666655
511,287,18,0.058490566037735864,2.0266666666666655
512,287,152,0.05886792452830189,2.0266666666666655
182,288,9,-0.06566037735849056,1.9733333333333327
183,288,63,-0.06528301886792454,1.9733333333333327
301,288,74,-0.02075471698113207,1.9733333333333327
302,288,18,-0.02037735849056603,1.9733333333333327
303,288,74,-0.020000000000000004,1.9733333333333327
398,288,157,0.015849056603773587,1.9733333333333327
399,288,56,0.016226415094339627,1.9733333333333327
400,288,50,0.016603773584905668,1.9733333333333327
401,288,155,0.016981132075471708,1.9733333333333327
511,288,8,0.058490566037735864,1.9733333333333327
512,288,59,0.05886792452830189,1.9733333333333327
181,289,97,-0.0660377358490566,1.92
182,289,17,-0.06566037735849056,1.92
183,289,114,-0.06528301886792454,1.92
302,289,82,-0.02037735849056603,1.92
303,289,15,-0.020000000000000004,1.92
304,289,83,-0.019622641509433963,1.92
397,289,155,0.015471698113207547,1.92
398,289,52,0.015849056603773587,1.92
399,289,68,0.016226415094339627,1.92
400,289,155,0.016603773584905668,1.92
511,289,55,0.058490566037735864,1.92
512,289,63,0.05886792452830189,1.92
181,290,85,-0.0660377358490566,1.8666666666666654
182,290,32,-0.06566037735849056,1.8666666666666654
303,290,79,-0.020000000000000004,1.8666666666666654
304,290,28,-0.019622641509433963,1.8666666666666654
305,290,96,-0.019245283018867923,1.8666666666666654
396,290,156,0.01509433962264152,1.8666666666666654
397,290,52,0.015471698113207547,1.8666666666666654
398,290,73,0.015849056603773587,1.8666666666666654
399,290,155,0.016226415094339627,1.8666666666666654
511,290,58,0.058490566037735864,1.8666666666666654
512,290,24,0.05886792452830189,1.8666666666666654
180,291,156,-0.06641509433962264,1.8133333333333326
181,291,64,-0.0660377358490566,1.8133333333333326
182,291,91,-0.06566037735849056,1.8133333333333326
304,291,103,-0.019622641509433963,1.8133333333333326
305,291,49,-0.019245283018867923,1.8133333333333326
306,291,84,-0.018867924528301883,1.8133333333333326
396,291,61,0.01509433962264152,1.8133333333333326
397,291,33,0.015471698113207547,1.8133333333333326
398,291,147,0.015849056603773587,1.8133333333333326
511,291,110,0.058490566037735864,1.8133333333333326
512,291,7,0.05886792452830189,1.8133333333333326
180,292,103,-0.06641509433962264,1.7599999999999998
181,292,55,-0.0660377358490566,1.7599999999999998
305,292,101,-0.019245283018867923,1.7599999999999998
306,292,27,-0.018867924528301883,1.7599999999999998
307,292,45,-0.018490566037735842,1.7599999999999998
308,292,145,-0.018113207547169816,1.7599999999999998
395,292,140,0.01471698113207548,1.7599999999999998
396,292,9,0.01509433962264152,1.7599999999999998
397,292,93,0.015471698113207547,1.7599999999999998
512,292,12,0.05886792452830189,1.7599999999999998
513,292,143,0.059245283018867945,1.7599999999999998
179,293,154,-0.06679245283018868,1.7066666666666652
180,293,61,-0.06641509433962264,1.7066666666666652
181,293,95,-0.0660377358490566,1.7066666666666652
306,293,106,-0.018867924528301883,1.7066666666666652
307,293,18,-0.018490566037735842,1.7066666666666652
308,293,24,-0.018113207547169816,1.7066666666666652
309,293,109,-0.017735849056603775,1.7066666666666652
394,293,153,0.014339622641509439,1.7066666666666652
395,293,43,0.01471698113207548,1.7066666666666652
396,293,33,0.01509433962264152,1.7066666666666652
512,293,12,0.05886792452830189,1.7066666666666652
513,293,137,0.059245283018867945,1.7066666666666652
179,294,81,-0.06679245283018868,1.6533333333333324
180,294,65,-0.06641509433962264,1.6533333333333324
307,294,138,-0.018490566037735842,1.6533333333333324
308,294,51,-0.018113207547169816,1.6533333333333324
309,294,8,-0.017735849056603775,1.6533333333333324
310,294,108,-0.017358490566037735,1.6533333333333324
394,294,73,0.014339622641509439,1.6533333333333324
395,294,36,0.01471698113207548,1.6533333333333324
396,294,132,0.01509433962264152,1.6533333333333324
512,294,15,0.05886792452830189,1.6533333333333324
513,294,98,0.059245283018867945,1.6533333333333324
179,295,47,-0.06679245283018868,1.5999999999999996
180,295,66,-0.06641509433962264,1.5999999999999996
309,295,99,-0.017735849056603775,1.5999999999999996
310,295,43,-0.017358490566037735,1.5999999999999996
311,295,108,-0.016981132075471694,1.5999999999999996
393,295,74,0.013962264150943399,1.5999999999999996
394,295,61,0.014339622641509439,1.5999999999999996
395,295,133,0.01471698113207548,1.5999999999999996
512,295,61,0.05886792452830189,1.5999999999999996
513,295,71,0.059245283018867945,1.5999999999999996
178,296,142,-0.06716981132075472,1.5466666666666669
179,296,38,-0.06679245283018868,1.5466666666666669
180,296,104,-0.06641509433962264,1.5466666666666669
310,296,99,-0.017358490566037735,1.5466666666666669
311,296,61,-0.016981132075471694,1.5466666666666669
312,296,76,-0.016603773584905654,1.5466666666666669
313,296,134,-0.016226415094339613,1.5466666666666669
392,296,81,0.013584905660377358,1.5466666666666669
393,296,66,0.013962264150943399,1.5466666666666669
394,296,133,0.014339622641509439,1.5466666666666669
512,296,76,0.05886792452830189,1.5466666666666669
513,296,35,0.059245283018867945,1.5466666666666669
514,296,156,0.05962264150943397,1.5466666666666669
178,297,97,-0.06716981132075472,1.4933333333333323
179,297,58,-0.06679245283018868,1.4933333333333323
180,297,156,-0.06641509433962264,1.4933333333333323
311,297,115,-0.016981132075471694,1.4933333333333323
312,297,42,-0.016603773584905654,1.4933333333333323
313,297,28,-0.016226415094339613,1.4933333333333323
314,297,120,-0.015849056603773587,1.4933333333333323
391,297,113,0.013207547169811332,1.4933333333333323
392,297,19,0.013584905660377358,1.4933333333333323
393,297,115,0.013962264150943399,1.4933333333333323
512,297,123,0.05886792452830189,1.4933333333333323
513,297,27,0.059245283018867945,1.4933333333333323
514,297,130,0.05962264150943397,1.4933333333333323
178,298,27,-0.06716981132075472,1.4399999999999995
179,298,89,-0.06679245283018868,1.4399999999999995
312,298,139,-0.016603773584905654,1.4399999999999995
313,298,48,-0.016226415094339613,1.4399999999999995
314,298,32,-0.015849056603773587,1.4399999999999995
315,298,91,-0.015471698113207547,1.4399999999999995
391,298,0,0.013207547169811332,1.4399999999999995
392,298,34,0.013584905660377358,1.4399999999999995
513,298,47,0.059245283018867945,1.4399999999999995
514,298,108,0.05962264150943397,1.4399999999999995
178,299,21,-0.06716981132075472,1.3866666666666667
179,299,92,-0.06679245283018868,1.3866666666666667
314,299,123,-0.015849056603773587,1.3866666666666667
315,299,18,-0.015471698113207547,1.3866666666666667
316,299,87,-0.015094339622641506,1.3866666666666667
390,299,99,0.012830188679245291,1.3866666666666667
391,299,6,0.013207547169811332,1.3866666666666667
392,299,160,0.013584905660377358,1.3866666666666667
513,299,47,0.059245283018867945,1.3866666666666667
514,299,106,0.05962264150943397,1.3866666666666667
177,300,127,-0.06754716981132075,1.3333333333333321
178,300,15,-0.06716981132075472,1.3333333333333321
315,300,123,-0.015471698113207547,1.3333333333333321
316,300,45,-0.015094339622641506,1.3333333333333321
317,300,56,-0.014716981132075466,1.3333333333333321
318,300,146,-0.014339622641509425,1.3333333333333321
389,300,97,0.01245283018867925,1.3333333333333321
390,300,36,0.012830188679245291,1.3333333333333321
391,300,110,0.013207547169811332,1.3333333333333321
513,300,60,0.059245283018867945,1.3333333333333321
514,300,77,0.05962264150943397,1.3333333333333321
177,301,82,-0.06754716981132075,1.2799999999999994
178,301,47,-0.06716981132075472,1.2799999999999994
316,301,124,-0.015094339622641506,1.2799999999999994
317,301,51,-0.014716981132075466,1.2799999999999994
318,301,41,-0.014339622641509425,1.2799999999999994
319,301,96,-0.013962264150943399,1.2799999999999994
388,301,97,0.01207547169811321,1.2799999999999994
389,301,58,0.01245283018867925,1.2799999999999994
390,301,111,0.012830188679245291,1.2799999999999994
513,301,95,0.059245283018867945,1.2799999999999994
514,301,66,0.05962264150943397,1.2799999999999994
515,301,150,0.06,1.2799999999999994
177,302,36,-0.06754716981132075,1.2266666666666666
178,302,88,-0.06716981132075472,1.2266666666666666
317,302,156,-0.014716981132075466,1.2266666666666666
318,302,93,-0.014339622641509425,1.2266666666666666
319,302,36,-0.013962264150943399,1.2266666666666666
320,302,63,-0.013584905660377358,1.2266666666666666
387,302,97,0.01169811320754717,1.2266666666666666
388,302,45,0.01207547169811321,1.2266666666666666
389,302,91,0.01245283018867925,1.2266666666666666
513,302,111,0.059245283018867945,1.2266666666666666
514,302,45,0.05962264150943397,1.2266666666666666
515,302,117,0.06,1.2266666666666666
177,303,9,-0.06754716981132075,1.173333333333332
178,303,130,-0.06716981132075472,1.173333333333332
319,303,110,-0.013962264150943399,1.173333333333332
320,303,41,-0.013584905660377358,1.173333333333332
321,303,77,-0.013207547169811318,1.173333333333332
386,303,95,0.011320754716981143,1.173333333333332
387,303,51,0.01169811320754717,1.173333333333332
388,303,85,0.01207547169811321,1.173333333333332
513,303,140,0.059245283018867945,1.173333333333332
514,303,44,0.05962264150943397,1.173333333333332
515,303,90,0.06,1.173333333333332
176,304,96,-0.0679245283018868,1.1199999999999992
177,304,12,-0.06754716981132075,1.1199999999999992
320,304,146,-0.013584905660377358,1.1199999999999992
321,304,43,-0.013207547169811318,1.1199999999999992
322,304,73,-0.012830188679245277,1.1199999999999992
323,304,157,-0.012452830188679237,1.1199999999999992
384,304,135,0.010566037735849063,1.1199999999999992
385,304,58,0.010943396226415103,1.1199999999999992
386,304,26,0.011320754716981143,1.1199999999999992
387,304,113,0.01169811320754717,1.1199999999999992
514,304,82,0.05962264150943397,1.1199999999999992
515,304,73,0.06,1.1199999999999992
176,305,96,-0.0679245283018868,1.0666666666666664
177,305,15,-0.06754716981132075,1.0666666666666664
321,305,147,-0.013207547169811318,1.0666666666666664
322,305,51,-0.012830188679245277,1.0666666666666664
323,305,9,-0.012452830188679237,1.0666666666666664
324,305,41,-0.01207547169811321,1.0666666666666664
325,305,141,-0.01169811320754717,1.0666666666666664
383,305,75,0.010188679245283022,1.0666666666666664
384,305,25,0.010566037735849063,1.0666666666666664
385,305,75,0.010943396226415103,1.0666666666666664
514,305,82,0.05962264150943397,1.0666666666666664
515,305,73,0.06,1.0666666666666664
175,306,157,-0.06830188679245283,1.0133333333333319
176,306,46,-0.0679245283018868,1.0133333333333319
177,306,107,-0.06754716981132075,1.0133333333333319
323,306,104,-0.012452830188679237,1.0133333333333319
324,306,43,-0.01207547169811321,1.0133333333333319
325,306,36,-0.01169811320754717,1.0133333333333319
326,306,141,-0.01132075471698113,1.0133333333333319
327,306,157,-0.01094339622641509,1.0133333333333319
381,306,131,0.009433962264150941,1.0133333333333319
382,306,56,0.009811320754716982,1.0133333333333319
383,306,38,0.010188679245283022,1.0133333333333319
384,306,95,0.010566037735849063,1.0133333333333319
514,306,102,0.05962264150943397,1.0133333333333319
515,306,54,0.06,1.0133333333333319
175,307,145,-0.06830188679245283,0.9599999999999991
176,307,31,-0.0679245283018868,0.9599999999999991
177,307,136,-0.06754716981132075,0.9599999999999991
324,307,150,-0.01207547169811321,0.9599999999999991
325,307,73,-0.01169811320754717,0.9599999999999991
326,307,55,-0.01132075471698113,0.9599999999999991
327,307,53,-0.01094339622641509,0.9599999999999991
328,307,117,-0.010566037735849049,0.9599999999999991
380,307,140,0.009056603773584915,0.9599999999999991
381,307,44,0.009433962264150941,0.9599999999999991
382,307,57,0.009811320754716982,0.9599999999999991
